683,Leander,0,3,male,9.225,79,7
684,Melville,0,3,male,46.9,21,3
685,Merle,0,2,male,39,71,4
686,Murray,0,2,male,41.5792,130,1
687,Pleasant,0,3,male,39.6875,118,9
688,Sterling,0,3,male,10.1708,174,7
689,Steven,0,3,male,7.7958,97,4
690,Barney,1,1,female,211.3375,6,7
691,Axel,1,1,male,57,28,6
692,Delbert,1,3,female,13.4167,121,9
693,Boyd,1,3,male,56.4958,27,6
694,Bryant,0,3,male,7.225,80,4
695,Clement,0,1,male,26.55,29,9
696,Erwin,0,2,male,13.5,35,9
697,Ezekiel,0,3,male,8.05,118,7
698,Edmond,1,3,female,7.7333,77,3
699,Foster,0,1,male,110.8833,51,2
700,Frances,0,3,male,7.65,58,1
701,Anderson,1,1,female,227.525,122,3
702,Geo,1,1,male,26.2875,157,2
703,Christian,0,3,female,14.4542,116,1
704,Houston,0,3,male,7.7417,33,4
705,Issac,0,3,male,7.8542,2,5
706,Jules,0,2,male,26,116,7
707,Glenn,1,2,female,13.5,126,6
708,Larkin,1,1,male,26.2875,73,3
709,Jefferson,1,1,female,151.55,168,1
710,Mat,1,3,male,15.2458,47,1
711,Luke,1,1,female,49.5042,81,7
712,Morton,0,1,male,26.55,86,6
713,Orlando,1,1,male,52,91,3
714,Pierce,0,3,male,9.4833,31,6
715,Prince,0,2,male,13,29,2
716,Rollie,0,3,male,7.65,183,4
717,Neal,1,1,female,227.525,97,4
718,Burt,1,2,female,10.5,175,2
719,Rollin,0,3,male,15.5,181,7
720,Sim,0,3,male,7.775,52,2
721,Ike,1,2,female,33,11,1
722,Stuart,0,3,male,7.0542,139,5
723,Wilburn,0,2,male,13,17,9
724,Bennett,0,2,male,13,70,2
725,Casper,1,1,male,53.1,85,8
726,Christ,0,3,male,8.6625,181,8
727,Myron,1,2,female,21,109,3
728,Tony,1,3,female,7.7375,157,8
729,Dell,0,2,male,26,193,5
730,Conrad,0,3,female,7.925,184,4
731,Joel,1,1,female,211.3375,17,7
732,Egbert,0,3,male,18.7875,196,4
733,Elmo,0,2,male,0,73,3
734,Fay,0,2,male,13,0,0
735,Gabriel,0,2,male,13,144,10
736,Hector,0,3,male,16.1,200,6
737,Matt,0,3,female,34.375,119,2
738,Horatio,1,1,male,512.3292,165,8
739,Lige,0,3,male,7.8958,74,6
740,Saul,0,3,male,7.8958,42,2
741,Smith,1,1,male,30,59,10
742,Squire,0,1,male,78.85,94,2
743,Riley,1,1,female,262.375,158,4
744,Tobe,0,3,male,16.1,123,1
745,Tommie,1,3,male,7.925,9,6
746,Wyatt,0,1,male,71,108,8
747,Alford,0,3,male,20.25,23,10
748,Vincent,1,2,female,13,22,6
749,Alma,0,1,male,53.1,57,6
750,Alton,0,3,male,7.75,172,3
751,Emory,1,2,female,23,59,7
752,Andres,1,3,male,12.475,111,0
753,Burl,0,3,male,9.5,185,5
754,Cicero,0,3,male,7.8958,134,3
755,Isaiah,1,2,female,65,156,3
756,Dean,1,2,male,14.5,179,2
757,Dorsey,0,3,male,7.7958,2,5
758,Enos,0,2,male,11.5,7,6
759,Howell,0,3,male,8.05,108,6
760,Nick,1,1,female,86.5,76,1
761,Lou,0,3,male,14.5,31,8
762,Loyd,0,3,male,7.125,17,1
763,Mahlon,1,3,male,7.2292,103,1
764,Ezra,1,1,female,120,125,3
765,Nat,0,3,male,7.775,102,3
766,Green,1,1,female,77.9583,80,1
767,Omar,0,1,male,39.6,66,1
768,Juan,0,3,female,7.75,144,4
769,Oran,0,3,male,24.15,50,4
770,Parker,0,3,male,8.3625,17,9
771,Raleigh,0,3,male,9.5,112,7
772,Reginald,0,3,male,7.8542,42,7
773,Clifton,0,2,female,10.5,159,3
774,Rubin,0,3,male,7.225,198,9
775,Lucius,1,2,female,23,116,8
776,Seymour,0,3,male,7.75,171,0
777,Wm,0,3,male,7.75,64,8
778,Porter,1,3,female,12.475,193,3
779,Young,0,3,male,7.7375,54,4
780,Arnold,1,1,female,211.3375,191,3
781,Bud,1,3,female,7.2292,31,7
782,Jeremiah,1,1,female,57,110,5
783,Benjamine,0,1,male,30,32,10
784,Carey,0,3,male,23.45,109,0
785,Carlton,0,3,male,7.05,111,3
786,Eldridge,0,3,male,7.25,162,5
787,Taylor,1,3,female,7.4958,95,2
788,Elzie,0,3,male,29.125,10,3
789,Garrett,1,3,male,20.575,157,1
790,Isham,0,1,male,79.2,172,3
791,Johnson,0,3,male,7.75,191,7
792,Larry,0,2,male,26,93,4
793,Forrest,0,3,female,69.55,103,5
794,Logan,0,1,male,30.6958,42,1
795,Merrill,0,3,male,7.8958,93,8
796,Mont,0,2,male,13,134,5
797,Roland,1,1,female,25.9292,92,3
798,Spencer,1,3,female,8.6833,45,3
799,Oren,0,3,male,7.2292,186,7
800,Burton,0,3,female,24.15,190,9
801,Pierre,0,2,male,13,58,9
802,Don,1,2,female,26.25,88,5
803,Rex,1,1,male,120,145,9
804,Rodney,1,3,male,8.5167,34,9
805,Ted,1,3,male,6.975,16,6
806,Webster,0,3,male,7.775,68,4
807,West,0,1,male,0,144,5
808,Emmet,0,3,female,7.775,157,0
809,Wheeler,0,2,male,13,170,9
810,Gustav,1,1,female,53.1,46,9
811,Willam,0,3,male,7.8875,59,10
812,Al,0,3,male,24.15,158,3
813,Aloysius,0,2,male,10.5,79,2
814,Louie,0,3,female,31.275,69,5
815,Alvie,0,3,male,8.05,56,10
816,Anna,0,1,male,0,83,5
817,Morgan,0,3,female,7.925,135,5
818,Art,0,2,male,37.0042,174,8
819,Augustine,0,3,male,6.45,55,8
820,Bailey,0,3,male,27.9,153,10
821,Ned,1,1,female,93.5,82,1
822,Benjaman,1,3,male,8.6625,75,8
823,Beverly,0,1,male,0,120,6
824,Van,1,3,female,12.475,145,8
825,Bishop,0,3,male,39.6875,94,7
826,Clair,0,3,male,6.95,107,5
827,Cloyd,0,3,male,56.4958,126,2
828,Coleman,1,2,male,37.0042,105,1
829,Dana,1,3,male,7.75,89,8
830,Rose,1,1,female,80,140,4
831,Chauncey,1,3,female,14.4542,159,9
832,Duncan,1,2,male,18.75,168,10
833,Dwight,0,3,male,7.2292,141,3
834,Emile,0,3,male,7.8542,179,8
835,Evert,0,3,male,8.3,177,1
836,Elisha,1,1,female,83.1583,77,0
837,Henderson,0,3,male,8.6625,64,3
838,Hunter,0,3,male,8.05,149,8
839,Jean,1,3,male,56.4958,113,1
840,Lem,1,1,male,29.7,89,2
841,Luis,0,3,male,7.925,81,2
842,Mathias,0,2,male,10.5,77,3
843,Ferdinand,1,1,female,31,1,3
844,Maynard,0,3,male,6.4375,178,9
845,Miguel,0,3,male,8.6625,87,10
846,Mortimer,0,3,male,7.55,183,7
847,Nels,0,3,male,69.55,70,5
848,Norris,0,3,male,7.8958,176,9
849,Pat,0,2,male,33,105,4
850,General,1,1,female,89.1042,184,7
851,Phil,0,3,male,31.275,173,7
852,Rush,0,3,male,7.775,104,8
853,Julian,0,3,female,15.2458,82,1
854,Kenneth,1,1,female,39.4,77,4
855,Mitchell,0,2,female,26,156,1
856,Allie,1,3,female,9.35,7,4
857,Josh,1,1,female,164.8667,154,5
858,Santiago,1,1,male,26.55,192,3
859,Judson,1,3,female,19.2583,147,6
860,Sol,0,3,male,7.2292,4,1
861,Sydney,0,3,male,14.1083,64,5
862,Thaddeus,0,2,male,11.5,135,0
863,Lyman,1,1,female,25.9292,178,2
864,Napoleon,0,3,female,69.55,143,10
865,Thornton,0,2,male,13,98,0
866,Pedro,1,2,female,13,29,9
867,Berry,1,2,female,13.8583,37,4
868,Tim,0,1,male,50.4958,167,10
869,Travis,0,3,male,9.5,61,6
870,Truman,1,3,male,11.1333,175,7
871,Watson,0,3,male,7.8958,140,1
872,Dewitt,1,1,female,52.5542,13,8
873,Webb,0,1,male,5,23,2
874,Wellington,0,3,male,9,99,4
875,Ervin,1,2,female,24,106,3
876,Forest,1,3,female,7.225,136,7
877,Winfred,0,3,male,9.8458,77,4
878,Wylie,0,3,male,7.8958,63,6
879,Alec,0,3,male,7.8958,186,7
880,Lynn,1,1,female,83.1583,74,4
881,Pink,1,2,female,26,100,2
882,Basil,0,3,male,7.8958,192,7
883,Ruben,0,3,female,10.5167,124,5
884,Baxter,0,2,male,10.5,122,4
885,Bertrand,0,3,male,7.05,170,5
886,Sanford,0,3,female,29.125,10,9
887,Buford,0,2,male,13,119,7
888,Ward,1,1,female,30,14,6
889,Douglas,0,3,female,23.45,183,1
890,Burr,1,1,male,30,184,7
891,Cleveland,0,3,male,7.75,137,8
